family,kind,board,members,basis,caveat
L-deadline,implication,Climate and Weather,USCLIMATE | 2 legs,earlier deadline implies later within one event,1 monitorable pairs
P1-mutex,partition,Sports,KXBRASILEIROFTTS-26AUG09PALINT | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXBRASILEIROFTTS-26AUG09BAHVDG | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXBRASILEIROCGAME-26AUG09YRSFLO | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXBRASILEIROCGAME-26AUG09MRNAMA | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXBRASILEIROC1H-26AUG09YRSFLO | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXBRASILEIROC1H-26AUG09MRNAMA | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXBRASILEIROBGAME-26AUG09NAUGOI | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXBRASILEIROBGAME-26AUG09GRNJUV | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXBRASILEIROB1H-26AUG09NAUGOI | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXBRASILEIROB1H-26AUG09GRNJUV | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXBRASILEIRO1H-26AUG09PALINT | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXBRASILEIRO1H-26AUG09BAHVDG | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXBOLPDIVGAME-26AUG09CLUARE | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Sports,KXCOPPAITALIATOTAL-26AUG09AREUNI | 6 legs,nested thresholds on one subject: reg time: over # goals scored,15 monitorable pairs
L-threshold,implication,Sports,KXCOPPAITALIASPREAD-26AUG09AREUNI | 2 legs,nested thresholds on one subject: goal diff reg time: arezzo wins by more than # goals,1 monitorable pairs
L-threshold,implication,Sports,KXCOPPAITALIASPREAD-26AUG09AREUNI | 2 legs,nested thresholds on one subject: goal diff reg time: union brescia wins by more than # goals,1 monitorable pairs
P1-mutex,partition,Sports,KXEKSTRAKLASAGAME-26AUG09JAGWLO | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXPERLIGA1GAME-26AUG09DEPMOQ | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXHUNDREDMATCH-26AUG091300BIRLON | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCZEFLGAME-26AUG09ARTSIG | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXARGNACBGAME-26AUG09MORACA | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCOPPAITALIAGAME-26AUG09AREUNI | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCOPPAITALIAADVANCE-26AUG09AREUNI | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXARGNACBGAME-26AUG09ALAFCO | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXELITESERIENGAME-26AUG09KBKMFK | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXBELGIANPLGAME-26AUG09RAFCBEV | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLIGAPORTUGALGAME-26AUG09FCPALV | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXHNLGAME-26AUG09SLAVAR | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCHLLDPGAME-26AUG09DCOUCO | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXBELGIANPLGAME-26AUG09RSCRAAL | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Sports,KXEFLCUPTOTAL-26AUG09MATSHU | 6 legs,nested thresholds on one subject: reg time: over # goals scored,15 monitorable pairs
L-threshold,implication,Sports,KXEFLCUPSPREAD-26AUG09MATSHU | 2 legs,nested thresholds on one subject: goal diff reg time: mansfield wins by more than # goals,1 monitorable pairs
L-threshold,implication,Sports,KXEFLCUPSPREAD-26AUG09MATSHU | 2 legs,nested thresholds on one subject: goal diff reg time: sheffield united wins by more than # goals,1 monitorable pairs
P1-mutex,partition,Sports,KXDENSUPERLIGAGAME-26AUG09HORBRO | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXEKSTRAKLASAGAME-26AUG09LPOPGL | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXSCOTTISHPREMGAME-26AUG09RFCHIB | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXELITESERIENGAME-26AUG09HAKAFK | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXEFLCUPGAME-26AUG09MATSHU | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXEFLCUPADVANCE-26AUG09MATSHU | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCZEFLGAME-26AUG09HRKBAN | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCZEFLGAME-26AUG09FKJFCS | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Sports,KXBRASILEIROTOTAL-26AUG09CRUMIR | 6 legs,nested thresholds on one subject: over # goals scored,15 monitorable pairs
L-threshold,implication,Sports,KXBRASILEIROSPREAD-26AUG09CRUMIR | 2 legs,nested thresholds on one subject: cruzeiro wins by more than # goals,1 monitorable pairs
L-threshold,implication,Sports,KXBRASILEIROSPREAD-26AUG09CRUMIR | 2 legs,nested thresholds on one subject: mirassol wins by more than # goals,1 monitorable pairs
L-threshold,implication,Sports,KXBRASILEIROBTOTAL-26AUG09ATHCRI | 6 legs,nested thresholds on one subject: over # goals scored,15 monitorable pairs
L-threshold,implication,Sports,KXBRASILEIROBSPREAD-26AUG09ATHCRI | 2 legs,nested thresholds on one subject: athletic club sjdr wins by more than # goals,1 monitorable pairs
L-threshold,implication,Sports,KXBRASILEIROBSPREAD-26AUG09ATHCRI | 2 legs,nested thresholds on one subject: criciuma wins by more than # goals,1 monitorable pairs
P1-mutex,partition,Sports,KXEREDIVISIEGAME-26AUG09HEETWE | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXWHUNDREDMATCH-26AUG090930BIRLON | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXSWISSLEAGUEGAME-26AUG09STGLUZ | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXSWISSLEAGUEGAME-26AUG09SIOVAD | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXSWISSLEAGUEGAME-26AUG09FCBTHU | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXHUNDREDMATCH-26AUG090930WELSUL | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXALLSVENSKANGAME-26AUG09IFKKAL | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXALLSVENSKANGAME-26AUG09HALGAIS | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXSCOTTISHPREMGAME-26AUG09MOTFAL | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXSCOTTISHPREMGAME-26AUG09HOMDUU | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXDENSUPERLIGAGAME-26AUG09RANLBY | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Sports,KXBRASILEIROTEAMTOTAL-26AUG09CRUMIR | 3 legs,nested thresholds on one subject: cruzeiro over # goals,3 monitorable pairs
L-threshold,implication,Sports,KXBRASILEIROTEAMTOTAL-26AUG09CRUMIR | 3 legs,nested thresholds on one subject: mirassol over # goals,3 monitorable pairs
P1-mutex,partition,Sports,KXBRASILEIROSCORE-26AUG09CRUMIR | 30 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXBRASILEIROGAME-26AUG09CRUMIR | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXBRASILEIROFTTS-26AUG09CRUMIR | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXBRASILEIROBGAME-26AUG09ATHCRI | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXBRASILEIROB1H-26AUG09ATHCRI | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXBRASILEIRO1H-26AUG09CRUMIR | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXBELGIANPLGAME-26AUG09ZULGEN | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXBELGIANPLGAME-26AUG09RCHOHL | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCZEFLGAME-26AUG09SLAPAR | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXSCOTTISHPREMGAME-26AUG09KILCEL | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXEREDIVISIEGAME-26AUG09ZWOAJA | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXEREDIVISIEGAME-26AUG09GROFCU | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXELITESERIENGAME-26AUG09LSKRBK | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXSWISSLEAGUEGAME-26AUG09LUGFCZ | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCHNSLGAME-26AUG09SHTTTT | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXALLSVENSKANGAME-26AUG09MALDEG | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXALLSVENSKANGAME-26AUG09HIFHAC | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCHNSLGAME-26AUG09CHOSHP | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXBUNDESLIGA2GAME-26AUG09STPSGF | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXBUNDESLIGA2GAME-26AUG09FCNSGD | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXBUNDESLIGA2GAME-26AUG09COTH96 | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXBELGIANPLGAME-26AUG09KAAYRM | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXWHUNDREDMATCH-26AUG090600WELSUN | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXCHNSLGAME-26AUG09HENQWC | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXEREDIVISIEGAME-26AUG09SPAFEY | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXJLEAGUEGAME-26AUG09VVNKYO | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXAFLGAME-26AUG090520CFCSKS | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXJLEAGUEGAME-26AUG09VERKAW | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXAFLGAME-26AUG090210COLWCE | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXRUGBYNRLMATCH-26AUG09SGICSS | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Sports,KXLEAGUESCUPTOTAL-26AUG08TOLLAFC | 6 legs,nested thresholds on one subject: over # goals scored,15 monitorable pairs
L-threshold,implication,Sports,KXLEAGUESCUPSPREAD-26AUG08TOLLAFC | 2 legs,nested thresholds on one subject: toluca wins by more than # goals,1 monitorable pairs
L-threshold,implication,Sports,KXLEAGUESCUPSPREAD-26AUG08TOLLAFC | 2 legs,nested thresholds on one subject: los angeles f wins by more than # goals,1 monitorable pairs
P1-mutex,partition,Sports,KXRUGBYNRLMATCH-26AUG09CBRNEW | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXUFCFIGHT-26AUG08GAMSAL | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXUFCFIGHT-26AUG08FERQUA | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Sports,KXLEAGUESCUPTEAMTOTAL-26AUG08TOLLAFC | 3 legs,nested thresholds on one subject: toluca over # goals,3 monitorable pairs
L-threshold,implication,Sports,KXLEAGUESCUPTEAMTOTAL-26AUG08TOLLAFC | 3 legs,nested thresholds on one subject: los angeles f over # goals,3 monitorable pairs
P1-mutex,partition,Sports,KXLEAGUESCUPSCORE-26AUG08TOLLAFC | 30 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLEAGUESCUPGAME-26AUG08TOLLAFC | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLEAGUESCUPFTTS-26AUG08TOLLAFC | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXLEAGUESCUP1H-26AUG08TOLLAFC | 3 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXAFLGAME-26AUG082310GCSGWS | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
P1-mutex,partition,Sports,KXUFCFIGHT-26AUG08ELKDEL | 2 legs,mutually exclusive: NO on all legs floors at (n-1),sell-all direction; needs all legs quoted at trade time
L-threshold,implication,Sports,KXLEAGUESCUPTOTAL-26AUG08RSLALA | 6 legs,nested thresholds on one subject: over # goals scored,15 monitorable pairs
